,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,Line Item,Description,Projected Budget,Projected Commitments,Estimate at Completion,Actuals To Date,Actuals + Projections,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Sep 2015,Oct 2015,Nov 2015,Dec 2015,Jan 2016,Feb 2016,Mar 2016,Apr 2016,May 2016,Jun 2016,Jul 2016,Aug 2016,Sep 2016,Oct 2016,Nov 2016,Dec 2016,Jan 2017,Feb 2017,Mar 2017,Apr 2017,May 2017,Jun 2017,Jul 2017,Aug 2017,Sep 2017,Oct 2017,Nov 2017,Dec 2017,Jan 2018,Feb 2018,Mar 2018,Apr 2018,May 2018,Jun 2018,Jul 2018,Aug 2018,Sep 2018,Oct 2018,Nov 2018,Dec 2018,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019,Jan 2020,Feb 2020,Mar 2020,Apr 2020,May 2020,Jun 2020,Jul 2020,Aug 2020,Sep 2020,Oct 2020,Nov 2020,Dec 2020,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sep 2021,Oct 2021
 ,05.599,Other External Design Consultants,"29,232.00","29,232.00","29,232.00","29,232.00","29,232.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"15,115.00","11,317.00",0.00,0.00,700.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,100.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,06,Internal FD&C Recharge Services,"1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08",0.00,0.00,0.00,0.00,"5,588.50","11,997.00","12,435.00","17,796.00","20,002.50","24,326.25","24,781.25","12,980.00","-44,396.05","17,966.50","17,936.25","24,751.25","25,038.00","17,537.00","19,297.00","28,259.00","26,308.00","32,546.00","107,018.00","52,915.75","55,828.00","49,917.38","54,502.50","64,691.00","47,303.50","42,050.50","42,124.50","87,286.00",0.00,"53,151.00","91,845.50",0.00,"53,625.50","36,635.00","38,729.00","50,121.50","80,376.00",0.00,"54,761.50","46,240.00","58,485.00","45,585.00","29,697.50","29,210.00","35,095.00","10,735.00",0.00,"9,490.00","5,755.00","4,805.00","3,260.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.601,FD&C Project Administration,"175,185.38","175,185.38","175,185.38","175,185.38","175,185.38",0.00,0.00,0.00,0.00,876.00,"1,022.00","1,460.00","2,950.00","2,620.00","2,555.00","3,825.00","1,725.00","2,550.00","2,820.00","2,302.50","2,985.00","4,270.00","2,455.00","2,300.00","2,810.00","2,760.00","3,780.00","8,740.00","1,950.00","2,130.00","-3,011.12","2,580.00","2,692.00","2,760.00","1,920.00","4,104.00","5,640.00",0.00,"2,220.00","6,240.00",0.00,"3,300.00","2,760.00","2,520.00","3,060.00","5,580.00",0.00,"2,760.00","4,020.00","6,470.00","7,740.00","11,545.00","9,970.00","10,055.00","6,515.00",0.00,"4,065.00","4,065.00","3,890.00","2,840.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.602,FD&C Project Management,"543,845.45","543,845.45","543,845.45","543,845.45","543,845.45",0.00,0.00,0.00,0.00,"4,400.00","7,000.00","7,200.00","8,208.00","12,960.00","16,092.00","13,392.00","6,048.00","-52,656.55","8,316.00","10,044.00","14,850.00","12,528.00","7,128.00","10,314.00","12,880.00","13,104.00","15,008.00","51,296.00","23,061.00","21,070.50","21,840.00","20,496.00","21,168.00","15,008.00","14,112.00","12,152.00","28,084.00",0.00,"14,868.00","25,252.00",0.00,"11,210.00","8,732.00","7,080.00","10,502.00","25,488.00",0.00,"16,048.00","12,375.00","19,250.00","13,500.00","5,812.50","6,125.00","9,750.00",750.00,0.00,"1,500.00",500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.603,FD&C Project Engineering/Mechanical/Electrical/Civil,"195,039.00","195,039.00","195,039.00","195,039.00","195,039.00",0.00,0.00,0.00,0.00,0.00,"2,200.00","1,800.00","1,728.00",864.00,648.00,972.00,972.00,540.00,756.00,"1,404.00","2,700.00","3,564.00","5,616.00","2,052.00","7,336.00","2,744.00","6,160.00","18,592.00","9,988.00","7,908.00","5,834.00","4,376.00","4,432.00","5,612.00","5,382.00","5,672.00","14,293.00",0.00,"9,635.00","10,414.00",0.00,"7,470.00","3,800.00","5,157.00","4,024.00","7,729.00",0.00,"3,540.00","2,875.00","4,750.00","3,125.00","1,375.00","3,750.00","2,000.00",500.00,0.00,750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.604,FD&C Contracts Office,"69,885.50","69,885.50","69,885.50","69,885.50","69,885.50",0.00,0.00,0.00,0.00,112.50,"1,450.00","1,550.00","3,561.50","3,081.50","4,289.25","6,009.25","3,864.00","4,349.00",827.50,"1,337.00","1,288.00",992.50,562.50,"1,769.00","2,043.00","1,760.00","1,658.00","2,365.00","2,047.00","1,408.50","1,493.00",884.00,"1,754.50",947.00,501.00,"1,086.50","1,501.00",0.00,"1,178.00","1,180.00",0.00,898.50,526.00,472.00,366.50,971.00,0.00,"1,486.50",60.00,"1,245.00","1,470.00",370.00,530.00,"1,490.00",620.00,0.00,"1,025.00",680.00,435.00,390.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.605,FD&C IOR/Construction Inspection,"454,910.00","454,910.00","454,910.00","454,910.00","454,910.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,720.00","7,056.00","14,896.00","17,024.00","19,264.00","25,872.00","19,264.00","17,248.00","16,800.00","31,388.00",0.00,"21,712.00","37,406.00",0.00,"22,656.00","15,104.00","17,700.00","24,426.00","34,692.00",0.00,"26,432.00","23,250.00","22,000.00","15,250.00","6,875.00","5,250.00","5,875.00",250.00,0.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.607,FD&C Project Specialist,"197,588.75","197,588.75","197,588.75","197,588.75","197,588.75",0.00,0.00,0.00,0.00,200.00,325.00,425.00,"1,348.50",477.00,742.00,583.00,371.00,821.50,"5,247.00","2,848.75","2,928.25","3,683.50","1,775.50","2,862.00","3,190.00","5,940.00","5,940.00","19,305.00","8,813.75","8,415.00","6,737.50","6,902.50","8,772.50","3,712.50","2,887.50","2,310.00","6,380.00",0.00,"3,538.00","11,353.50",0.00,"8,091.00","5,713.00","5,800.00","7,743.00","5,916.00",0.00,"4,495.00","3,660.00","4,770.00","4,500.00","3,720.00","3,585.00","5,925.00","2,100.00",0.00,"1,650.00",510.00,480.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,07,"Advertisement, Surveys, Soils Reports, Material Testing & Special Inspection, Reproduction Costs","2,003,184.41","2,003,184.41","2,003,184.41","2,003,184.41","2,003,184.41",0.00,0.00,0.00,0.00,0.00,1.68,303.62,"70,790.40","4,906.37","116,268.68","2,795.03",(390.73),"2,005.62",0.00,"1,126.50",300.46,"1,884.55",437.63,"5,321.71",570.17,"1,303.11",728.30,"14,334.92","27,549.31","36,263.84","33,206.89","80,468.26","75,335.42","120,276.51","94,680.57","30,388.67","172,200.23","17,003.50","14,560.20","80,112.60","160,072.60","88,962.90","91,228.18","72,811.45","86,934.50","61,316.85","80,882.80","51,117.80","86,618.30","15,640.00","78,150.11","2,132.00","65,134.81","31,801.20","19,458.46","4,540.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,648.43",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.701,Publishing and Advertising Costs,"7,221.60","7,221.60","7,221.60","7,221.60","7,221.60",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,082.40",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,483.60,0.00,0.00,0.00,"1,655.60",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.702,Boundary and Topographic Surveys,"99,700.00","99,700.00","99,700.00","99,700.00","99,700.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"65,708.00","4,000.50","29,991.50",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.703,"Soils, Geology, Foundation Recommendations, Hydrology","646,428.68","646,428.68","646,428.68","646,428.68","646,428.68",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"85,700.00",0.00,0.00,0.00,0.00,750.00,0.00,0.00,0.00,350.00,0.00,675.00,0.00,"12,525.00","26,016.00","20,901.00",0.00,"45,430.00","15,598.00","21,730.00","19,147.00","15,679.00","23,415.00","16,557.00","14,049.00",0.00,"7,776.50","8,894.00","4,117.00","8,483.00","20,685.00",0.00,"31,032.00","23,615.00","38,837.60",0.00,"64,752.11",0.00,"65,134.81","30,581.20","19,458.46","4,540.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.704,Material & Workmanship Testing & Inspection,"1,188,216.03","1,188,216.03","1,188,216.03","1,188,216.03","1,188,216.03",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"12,415.08","29,192.50","29,918.75","56,187.50","97,013.99","74,955.00","14,024.02","148,265.26",0.00,0.00,"79,714.50","152,240.48","80,050.00","86,814.80","64,075.50","66,249.50","61,316.85","36,830.80","27,460.80","39,100.70","15,640.00","13,398.00","2,132.00",0.00,"1,220.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.705,Air Balance Testing - included in 101,"21,700.00","21,700.00","21,700.00","21,700.00","21,700.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"13,020.00",0.00,"8,680.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.707,Construction Document Reproduction Costs,"28,610.39","28,610.39","28,610.39","28,610.39","28,610.39",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,601.43",0.00,0.00,0.00,0.00,0.00,"1,884.55",328.39,"3,041.27",0.00,0.00,587.11,0.00,"1,516.58","2,947.76","3,555.72","4,968.01","3,454.34","1,398.77",505.67,613.35,514.57,347.72,425.80,398.10,0.00,0.00,268.30,252.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.708,Postal/Courier Services,556.79,556.79,556.79,556.79,556.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,164.75,0.00,0.00,62.00,0.00,7.90,13.68,0.00,0.00,0.00,6.77,57.49,88.36,109.47,11.37,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.709,"Meals, Travel & Entertainment Costs","6,544.35","6,544.35","6,544.35","6,544.35","6,544.35",0.00,0.00,0.00,0.00,0.00,1.68,303.62,0.00,266.90,340.43,"1,193.60",(390.73),0.00,0.00,368.60,148.78,0.00,109.24,"1,446.84",0.00,0.00,52.83,44.85,5.36,0.00,178.71,151.50,95.58,133.75,72.90,51.30,5.40,84.78,85.40,0.00,55.62,18.90,28.08,0.00,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,648.43",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.799,"Other Surveys, Testing, or Reproduction Costs","4,206.57","4,206.57","4,206.57","4,206.57","4,206.57",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,638.97,72.00,0.00,0.00,"1,943.62",0.00,0.00,138.00,0.00,0.00,0.00,563.40,570.62,0.00,0.00,0.00,0.00,279.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,08,Special Cost Items,"13,148,892.81","13,148,892.81","13,148,892.81","1,148,892.81","1,148,892.81",0.00,0.00,0.00,0.00,"1,200.00",0.00,0.00,0.00,0.00,"4,637.08","9,285.09",209.50,"273,495.00","24,474.70","250,000.00","1,420.50","4,152.50","13,839.25","80,911.77","22,723.18","54,879.12","18,773.86","12,268.22","7,155.32","6,361.21","13,896.56","14,904.86","55,805.00","1,610.50","2,005.00","3,030.00","12,762.50","4,892.00",0.00,"4,500.80","14,867.25",246.96,"4,241.45","12,973.15","29,731.88","1,687.50","43,000.55","36,280.41","19,163.50","26,268.26","14,701.28","9,108.22","2,975.00","7,173.00","9,054.25","13,534.85",0.00,"1,085.60",0.00,345.00,0.00,710.00,"7,302.18",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"(4,751.00)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.801,Loan Finance Charges/lnterest During Construction,"12,000,000.00","12,000,000.00","12,000,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.802,Detailed Project Program (DPP) & Predesign Study Costs,"47,969.70","47,969.70","47,969.70","47,969.70","47,969.70",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"23,495.00","24,474.70",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.803,"Environmental Review Costs, EIR Consultant & Related Costs","103,622.59","103,622.59","103,622.59","103,622.59","103,622.59",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"11,631.25","20,911.77","15,663.18","31,314.12","6,883.92",0.00,0.00,187.38,"10,855.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,695.25",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,954.72",0.00,0.00,0.00,0.00,526.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.808,"Plan Check Fees including DSA, SFM, & EH&S Review Charges","100,298.66","100,298.66","100,298.66","100,298.66","100,298.66",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,208.00",0.00,285.00,"3,135.00",855.00,995.72,"5,071.30","4,369.00",0.00,0.00,"1,232.00",385.00,847.00,0.00,"9,785.00","3,242.00",0.00,"6,673.80","1,653.00",0.00,"2,409.34",0.00,497.00,0.00,"22,556.00","10,047.00","5,739.00","8,089.00","3,105.00","2,769.00","1,775.00","1,247.00",0.00,(186.50),0.00,460.00,0.00,345.00,0.00,710.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.810,Environmental Mitigation Monitoring Services,"48,819.35","48,819.35","48,819.35","48,819.35","48,819.35",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,999.94","1,222.50","2,082.02","1,424.28","1,110.00","3,603.00","1,653.00","1,225.50","1,158.00",0.00,"2,977.50",0.00,0.00,0.00,"4,569.00","1,632.00","1,832.11","3,633.00","1,312.50","1,410.00","1,080.00",675.00,945.00,"2,587.50","2,107.50","1,222.50","1,200.00","1,200.00",0.00,"5,017.50",0.00,(60.00),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.811,Hazardous Material Consultant,"36,772.50","36,772.50","36,772.50","36,772.50","36,772.50",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,839.50",0.00,0.00,0.00,0.00,"1,420.50","4,152.50",0.00,0.00,"6,775.00","7,500.00","9,035.00","6,050.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.812,Special Design Consultants (Other),"24,457.67","24,457.67","24,457.67","24,457.67","24,457.67",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,637.08","7,445.59",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"12,000.00",0.00,0.00,0.00,0.00,0.00,0.00,375.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.813,Independent Seismic & Lateral Plan/Calc Review,"101,020.00","101,020.00","101,020.00","101,020.00","101,020.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"48,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"48,000.00",0.00,0.00,"3,030.00",0.00,0.00,0.00,0.00,"1,620.00",92.50,0.00,0.00,0.00,277.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
