,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,Line Item,Description,Projected Budget,Projected Commitments,Estimate at Completion,Actuals To Date,Actuals + Projections,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Sep 2015,Oct 2015,Nov 2015,Dec 2015,Jan 2016,Feb 2016,Mar 2016,Apr 2016,May 2016,Jun 2016,Jul 2016,Aug 2016,Sep 2016,Oct 2016,Nov 2016,Dec 2016,Jan 2017,Feb 2017,Mar 2017,Apr 2017,May 2017,Jun 2017,Jul 2017,Aug 2017,Sep 2017,Oct 2017,Nov 2017,Dec 2017,Jan 2018,Feb 2018,Mar 2018,Apr 2018,May 2018,Jun 2018,Jul 2018,Aug 2018,Sep 2018,Oct 2018,Nov 2018,Dec 2018,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019,Jan 2020,Feb 2020,Mar 2020,Apr 2020,May 2020,Jun 2020,Jul 2020,Aug 2020,Sep 2020,Oct 2020,Nov 2020,Dec 2020,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sep 2021,Oct 2021
 ,06.607,FD&C Project Specialist,"53,835.75","53,835.75","53,835.75","53,835.75","53,835.75",0.00,"1,000.00",0.00,525.00,(875.00),337.50,0.00,300.00,525.00,425.00,650.00,987.50,"1,437.50","2,398.25",874.50,"1,351.50","3,577.50","1,881.50","1,881.50","1,987.50","2,027.25","1,974.25","2,968.00","2,491.00","1,722.50","3,217.50","1,663.75","1,320.00","1,457.50",440.00,605.00,"1,182.50","1,045.00","1,553.75","1,182.50","1,650.00","1,842.50",290.00,0.00,0.00,58.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,840.00,"1,260.00",945.00,882.00,0.00,"1,323.00",504.00,126.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.608,FD&C Fiscal Office,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,07,"Advertisement, Surveys, Soils Reports, Material Testing & Special Inspection, Reproduction Costs","371,402.45","371,402.45","371,402.45","371,402.45","371,402.45",0.00,"1,317.14","1,973.00","1,121.38",0.00,"1,195.75","18,739.17",35.00,"3,232.11","1,066.74",632.60,79.56,132.30,311.55,144.81,"1,226.85","1,082.41",91.00,"1,563.26",0.00,"12,537.63",12.51,"1,420.66","92,976.67","39,043.77","28,132.89","24,543.25",0.00,"4,436.25","26,493.68","1,028.71","58,590.18","16,638.30",10.80,"2,489.50","1,557.72","27,363.30",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.701,Publishing and Advertising Costs,"4,964.40","4,964.40","4,964.40","4,964.40","4,964.40",0.00,"1,200.40","1,190.40",0.00,0.00,0.00,0.00,0.00,"1,776.40",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,797.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.703,"Soils, Geology, Foundation Recommendations, Hydrology","91,920.75","91,920.75","91,920.75","91,920.75","91,920.75",0.00,0.00,0.00,"1,100.00",0.00,0.00,"18,443.50",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"44,442.00","12,372.00",0.00,212.00,0.00,"4,430.50",0.00,712.00,"2,878.25","3,325.00",0.00,"2,489.50","1,516.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.704,Material & Workmanship Testing & Inspection,"260,653.75","260,653.75","260,653.75","260,653.75","260,653.75",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"10,870.00",0.00,0.00,"48,193.75","26,445.00","27,978.75","24,331.25",0.00,0.00,"26,487.50",0.00,"55,692.50","13,302.50",0.00,0.00,0.00,"27,352.50",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.707,Construction Document Reproduction Costs,"8,463.62","8,463.62","8,463.62","8,463.62","8,463.62",0.00,116.74,0.00,0.00,0.00,0.00,0.00,0.00,"1,455.71",0.00,669.70,0.00,0.00,199.55,0.00,"1,096.50","1,068.84",0.00,533.79,0.00,"1,667.63",0.00,"1,198.31",0.00,0.00,140.14,0.00,0.00,0.00,0.00,316.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.708,Postal/Courier Services,126.49,126.49,126.49,126.49,126.49,0.00,0.00,0.00,16.86,0.00,0.00,0.00,0.00,0.00,16.86,0.00,6.18,16.30,0.00,18.81,8.55,7.97,0.00,16.27,0.00,0.00,12.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.709,"Meals, Travel & Entertainment Costs","1,458.52","1,458.52","1,458.52","1,458.52","1,458.52",0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,(307.60),73.38,116.00,112.00,126.00,121.80,5.60,91.00,0.00,0.00,0.00,0.00,222.35,340.92,226.77,14.00,0.00,0.00,5.75,0.00,0.00,19.43,10.80,10.80,0.00,41.72,10.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.799,"Other Surveys, Testing, or Reproduction Costs","3,814.92","3,814.92","3,814.92","3,814.92","3,814.92",0.00,0.00,782.60,4.52,0.00,"1,195.75",295.67,0.00,0.00,"1,049.88",270.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,216.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,08,Special Cost Items,"1,399,791.10","1,399,791.10","1,399,791.10","439,791.10","439,791.10",0.00,0.00,0.00,0.00,475.00,"83,961.54","11,960.00",0.00,0.00,0.00,"90,000.00","114,679.04",0.00,"16,981.44","6,186.25","11,950.10",0.00,"10,451.20","1,736.17","10,420.43","10,282.50",0.00,983.32,"5,563.46","1,549.71","1,364.24",701.30,"1,683.97",554.12,"1,227.30",190.00,"10,800.00",0.00,"8,876.30","4,045.00","14,129.90",40.00,"1,771.08",362.08,0.00,0.00,0.00,0.00,"1,425.00",0.00,0.00,0.00,0.00,"9,442.14",0.00,0.00,0.00,0.00,0.00,476.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,500.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.801,Loan Finance Charges/lnterest During Construction,"960,000.00","960,000.00","960,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.802,Detailed Project Program (DPP) & Predesign Study Costs,"64,561.54","64,561.54","64,561.54","64,561.54","64,561.54",0.00,0.00,0.00,0.00,0.00,"64,561.54",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.803,"Environmental Review Costs, EIR Consultant & Related Costs","52,878.83","52,878.83","52,878.83","52,878.83","52,878.83",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"24,679.04",0.00,"12,476.06",0.00,"11,760.10",0.00,"2,321.20",606.00,560.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,476.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.808,"Plan Check Fees including DSA, SFM, & EH&S Review Charges","28,940.70","28,940.70","28,940.70","28,940.70","28,940.70",0.00,0.00,0.00,0.00,475.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,005.00",190.00,0.00,880.00,0.00,0.00,0.00,0.00,0.00,"2,410.88",0.00,0.00,701.30,380.00,181.04,543.12,190.00,0.00,0.00,"8,876.30","3,920.00","2,629.90",0.00,"1,771.08",362.08,0.00,0.00,0.00,0.00,"1,425.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.809,OSHPD Fees,"2,181.25","2,181.25","2,181.25","2,181.25","2,181.25",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,181.25",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.812,Special Design Consultants (Other),"76,173.13","76,173.13","76,173.13","76,173.13","76,173.13",0.00,0.00,0.00,0.00,0.00,"19,400.00","11,960.00",0.00,0.00,0.00,0.00,0.00,0.00,"4,505.38",0.00,0.00,0.00,0.00,"1,130.17","8,110.00","4,782.50",0.00,0.00,"3,152.58",0.00,832.50,0.00,0.00,0.00,0.00,0.00,"10,800.00",0.00,0.00,0.00,"11,500.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.813,Independent Seismic & Lateral Plan/Calc Review,"14,500.00","14,500.00","14,500.00","14,500.00","14,500.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,250.00",0.00,"1,750.00","5,500.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.820,Parking Impact Charges,40.00,40.00,40.00,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.821,"LEED Consulting Serv,, USGBC Fees, and Other Sustainability Consult,","5,500.00","5,500.00","5,500.00","5,500.00","5,500.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,500.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.827,Local Jurisdiction Fees/Potable & Reclaimed WaterlSewerlSDGE,426.00,426.00,426.00,426.00,426.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,426.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.828,Other Campus Recharges,"5,000.00","5,000.00","5,000.00","5,000.00","5,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,557.32,0.00,"1,549.71",531.74,0.00,"1,303.97",373.08,684.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.899,Other Special Items,"189,589.65","189,589.65","189,589.65","189,589.65","189,589.65",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"90,000.00","90,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"9,442.14",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,"Total 
Schedule Percent Complete", ,"32,333,898.14","32,333,898.14","32,333,898.14","31,373,898.14","31,373,898.14","473.00
0","11,017.14
0","13,993.00
0","17,251.38
0","(11,765.00)
0","88,552.29
0","33,435.17
0","10,421.50
0","15,616.61
0","14,724.24
0","112,011.60
2.36","128,798.10
4.60","14,987.30
7.07","427,390.49
9.32","497,742.56
11.67","266,411.20
12.74","141,114.16
13.80","182,137.57
16.26","77,564.73
18.62","1,745,172.93
20.76","1,037,194.93
23.12","1,357,165.72
25.47","2,744,919.98
27.72","2,766,069.13
30.08","97,711.46
32.54","4,059,882.35
34.79","54,003.09
37.14","4,698,290.97
39.50","38,707.87
41.75","1,997,803.30
44.21","43,991.19
46.46","2,038,412.53
48.71","3,740,853.76
51.17","139,469.15
53.42","1,031,207.91
55.78","545,620.17
58.13","182,572.05
60.38","628,736.62
62.84","(27,705.95)
65.20","358,216.68
67.28","11,924.14
67.28","0.00
67.28","(235,882.00)
67.28","29,280.82
67.28","129,769.64
67.28","16,825.00
67.28","2,580.50
67.28","948.56
67.28","37,636.84
67.28","90.00
67.28","250.00
67.28","375.00
67.28","43,497.00
67.28","0.00
67.28","726.00
67.28","250.00
67.28","0.00
67.28","125.00
67.28","0.00
67.28","625.00
67.28","840.00
67.28","2,520.00
67.28","1,365.00
67.28","1,162.00
67.28","0.00
67.28","1,323.00
67.28","504.00
67.28","826.00
67.28","140.00
67.28","140.00
67.28","22.51
67.28","0.00
67.28","0.00
67.28","0.00
67.28","0.00
67.28","0.00
67.28","0.00
67.28","0.00
67.28","0.00
67.28","5,861.25
67.28","0.00
67.28","0.00
67.28","0.00
67.28","0.00
67.28","0.00
67.28","0.00
67.28","0.00
67.28","0.00
67.28","0.00
67.28","0.00
67.28","0.00
67.28","0.00
67.28","0.00
67.28","0.00
67.28","0.00
67.28","0.00
67.28","0.00
67.28","0.00
67.28","0.00
67.28","0.00
100"
