 ,Line Item,Description,Projected Budget,Projected Commitments,Estimate at Completion,Actuals To Date,Actuals + Projections,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21
 ,6.607,FD&C Project Specialist,"268,748.75","250,643.50","268,748.75","250,643.50","250,643.50",0,0,185.5,"1,139.50","2,862.00","2,676.50","2,332.00","2,703.00","3,657.00","2,729.50","3,312.50","2,371.75","4,134.00","3,245.00","5,390.00","5,500.00","7,218.75","5,830.00","5,032.50","4,262.50","4,207.50","5,115.00","4,235.00","5,307.50","4,070.00","17,110.00",0,"11,600.00","10,382.00","10,000.00","17,088.50","15,095.25","5,945.00","9,396.00","14,761.00",0,"4,234.00","3,120.00","4,800.00","2,700.00","2,760.00","3,120.00","4,110.00","2,340.00",0,"3,930.00","2,220.00","2,340.00","2,250.00","2,929.50","2,520.00","3,370.50",0,"2,079.00",945,0,0,252,126,0,189,0,260,585,0,0,0,0,65,325,48.75,0,0,0,0,0,0,0,0,0,0,0,65,65,0,0,0,0
,7,"Advertisement, Surveys, Soils Reports, Material Testing & Special Inspection, Reproduction Costs","462,997.84","461,198.73","462,997.84","461,198.73","461,198.73",0,0,0,55.36,"2,479.47",34.72,"23,643.29",0,"2,563.80","9,812.50","6,702.00","8,794.11",368.23,"8,516.57","13,692.43","1,734.02",11.51,207.5,151.74,17.02,"5,652.50",37.26,"11,987.35",104.15,65.88,"4,957.40","10,430.11","4,027.37","1,895.15",161.66,289.98,63.72,"49,954.00",0,"74,507.00","6,630.00","1,125.00","65,745.30",148.43,"51,121.86","19,501.67","33,972.50","7,760.81",0,0,"13,146.00","1,128.00",99.37,37.29,120,880,0,"16,671.00",193.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,7.701,Publishing and Advertising Costs,"1,892.40","1,892.40","1,892.40","1,892.40","1,892.40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,892.40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,7.703,"Soils, Geology, Foundation Recommendations, Hydrology","26,316.00","26,316.00","26,316.00","26,316.00","26,316.00",0,0,0,0,0,0,"22,950.75",0,0,776,0,0,0,0,"1,773.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,7.704,Material & Workmanship Testing & Inspection,"337,674.61","337,674.61","337,674.61","337,674.61","337,674.61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"47,424.50",0,"74,507.00","6,630.00",880,"64,291.75",0,"51,121.86","19,392.00","33,972.50","7,510.00",0,0,"13,146.00","1,128.00",0,0,120,880,0,"16,671.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,7.707,Construction Document Reproduction Costs,"66,403.20","65,746.29","66,403.20","65,746.29","65,746.29",0,0,0,0,"2,125.73",0,0,0,0,"6,086.62",193.5,"7,880.62",0,"7,825.45",545.5,575.74,0,0,0,0,"5,645.82",0,"11,980.17",0,0,"4,927.76","8,490.23","3,463.68","1,893.53",0,289.98,0,"1,859.50",0,0,0,0,"1,453.55",148.43,0,109.67,0,250.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,7.708,Postal/Courier Services,128.41,128.41,128.41,128.41,128.41,0,0,0,0,0,0,0,0,0,0,0,0,0,26.82,6.18,30.87,0,0,8.99,6.68,6.68,0,7.18,0,0,12.36,14,8.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,7.709,"Meals, Travel & Entertainment Costs","10,810.78","9,809.58","10,810.78","9,809.58","9,809.58",0,0,0,55.36,353.74,34.72,0,0,963.8,"2,874.88",297,722.49,272.23,373.3,900,"1,120.51",11.51,207.5,142.75,10.34,0,37.26,0,104.15,65.88,17.28,33.48,555.04,1.62,15.66,0,63.72,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,99.37,37.29,0,0,0,0,193.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,7.799,"Other Surveys, Testing, or Reproduction Costs","19,772.44","19,631.44","19,772.44","19,631.44","19,631.44",0,0,0,0,0,0,692.54,0,"1,600.00",75,"6,211.50",191,96,291,"10,467.50",6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,8,Special Cost Items,"5,013,840.90","5,019,454.40","5,022,661.90","1,117,884.40","1,117,884.40",0,0,570,285,740,0,"2,231.00",0,"5,550.00","25,069.00","17,968.49","11,668.00","71,705.49","2,826.51","2,620.00","6,634.92",134,"1,762.00","83,141.00",69,"1,230.00","58,900.00","36,655.50","46,858.00","36,610.00",0,"54,190.00","7,173.00","2,291.75","11,391.80","2,792.50","81,361.25","281,446.75","1,484.25","3,354.00","33,936.17","6,156.75","4,646.50","10,052.25","8,716.25","1,245.00","6,464.50","2,883.75","2,503.00","2,717.50","2,692.00","4,952.50","13,431.25","24,117.75",343.25,"14,839.50","66,194.00","4,059.75","17,243.77","17,947.50","4,596.00",0,"1,748.75",0,0,0,0,0,0,0,0,0,0,"1,997.50",0,0,490,411,0,0,0,0,500,0,785,0,0,0,"3,500.00",0,0,0,0
 ,8.801,Loan Finance Charges/lnterest During Construction,"3,898,862.50","3,900,000.00","3,900,000.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,8.802,Detailed Project Program (DPP) & Predesign Study Costs,"355,200.00","355,200.00","355,200.00","355,200.00","355,200.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"77,500.00","277,700.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,8.803,"Environmental Review Costs, EIR Consultant & Related Costs","43,410.00","43,410.00","43,410.00","43,410.00","43,410.00",0,0,0,0,0,0,"2,231.00",0,0,"13,538.00","11,843.50","2,210.00","10,760.99","2,826.51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,8.807,Value Engineering Sessions/Constructability and Peer Reviews,"178,706.91","178,706.91","178,706.91","177,136.91","177,136.91",0,0,0,0,0,0,0,0,"3,000.00","11,531.00","6,124.99","3,500.00",0,0,0,"5,324.92",0,0,"15,906.00",0,0,0,"35,000.00","35,000.00","15,000.00",0,"46,750.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,8.808,"Plan Check Fees including DSA, SFM, & EH&S Review Charges","215,010.25","212,940.25","215,010.25","212,940.25","212,940.25",0,0,570,285,0,0,0,0,"2,500.00",0,0,"4,398.00",0,0,0,0,0,0,"67,130.00",0,0,"58,900.00",0,"11,343.00","1,805.00",0,0,"3,479.00","1,407.00","2,100.00",0,"1,543.00",0,0,0,"15,197.00","4,301.00","2,691.00","1,610.00","3,508.00",0,"4,898.00",0,"2,503.00","1,840.00","2,692.00","2,616.25","2,369.00","6,650.00",0,"3,588.00",602,690,805,460,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,8.81,Environmental Mitigation Monitoring Services,"31,778.00","30,640.50","31,778.00","30,640.50","30,640.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,634.00",884.75,715,"2,792.50","2,318.25","1,220.75","1,484.25","1,274.00","1,721.25","1,855.75","1,955.50","1,793.50","1,361.00","1,245.00","1,566.50",444.75,0,877.5,0,256.25,220,330,343.25,"1,458.50",888.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,8.812,Special Design Consultants (Other),"55,740.00","55,740.00","55,740.00","55,740.00","55,740.00",0,0,0,0,740,0,0,0,0,0,0,0,"55,000.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,8.82,Parking Impact Charges,"2,625.00","2,625.00","2,625.00","2,625.00","2,625.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,592,105,69,60,0,0,15,30,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,"1,338.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,8.821,"LEED Consulting Serv,, USGBC Fees, and Other Sustainability Consult,","36,519.32","37,804.32","37,804.32","37,804.32","37,804.32",0,0,0,0,0,0,0,0,0,0,0,"1,560.00","2,870.00",0,"2,620.00","1,310.00",0,"1,170.00",0,0,"1,170.00",0,0,0,"1,170.00",0,"1,170.00",0,0,"8,576.80",0,0,0,0,"2,080.00","2,080.00",0,0,0,0,0,0,"1,040.00",0,0,0,"2,080.00",0,0,0,0,0,0,"7,622.52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,785,0,0,0,0,0,0,0,0
 ,8.822,"Special Design Consult, (ADA, Acoustic, Lab, Light,, Roof,, Traffic)","8,800.00","12,711.00","12,711.00","12,711.00","12,711.00",0,0,0,0,0,0,0,0,0,0,0,0,"3,074.50",0,0,0,0,0,0,0,0,0,"1,655.50",500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,570.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,0,"3,500.00",0,0,0,0
 ,8.823,As-Built Building Survey/Documentation of Existing Conditions,0,"1,997.50","1,997.50","1,997.50","1,997.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,997.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,8.824,"Building Commissioning Costs, Fundamental and Enhanced","169,675.00","169,675.00","169,675.00","169,675.00","169,675.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,605.00",0,"6,270.00",0,0,0,0,0,0,0,0,0,0,0,"6,648.75","3,847.25",0,0,"1,399.00",0,0,0,0,"10,842.25","17,137.75",0,"9,793.00","64,703.75","3,147.75","5,246.25","17,487.50","2,798.00",0,"1,748.75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,8.828,Other Campus Recharges,"16,937.92","16,937.92","16,937.92","16,937.92","16,937.92",0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,950.00",0,0,"14,937.92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,8.899,Other Special Items,576,"1,066.00","1,066.00","1,066.00","1,066.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,9,"Construction Contingency, Potential Unknown Factors","282,453.06",0,"282,453.06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,9.999,Project Contingency,"282,453.06",0,"282,453.06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,"Total 
Schedule Percent Complete", ,"115,500,000.00","115,057,362.84","115,536,256.73","106,554,075.79","106,554,450.79","0.00
0","0.00
0","347,933.10
0","2,193.96
0","552,297.45
0","27,379.77
0","40,753.79
0","20,185.00
0","577,826.20
0","67,504.79
0","86,281.48
0","700,718.41
0","1,187,857.12
0","30,083.08
0","353,091.43
0","260,165.81
0","191,335.76
0","20,381.50
0","218,109.77
0","16,694.52
0","892,895.84
0","573,024.38
0","105,994.59
0","815,460.94
0","83,567.42
0","927,351.00
0","127,128.71
0","1,999,052.85
0","3,751,536.50
0","3,527,164.36
0","4,945,303.76
0","3,717,765.87
0","2,277,568.38
0","3,499,316.74
0","3,816,089.50
0","3,537,592.22
0","3,355,197.94
0","4,323,097.96
0","5,996,998.16
0","5,420,813.44
0","6,644,907.67
0","5,550,082.50
0","5,912,552.61
0","4,780,078.44
0","4,195,779.92
0","3,736,167.48
0","4,320,292.59
0","86,667.40
0","5,086,968.57
0","1,114,450.35
0","119,091.10
0","1,661,522.76
0","480,974.99
0","335,905.27
0","54,499.61
0","3,015,281.71
0","52,532.89
0","453,213.60
0","(18,676.26)
0","31,682.42
0","321,973.92
0","5,309.00
0","32,433.71
0","9,726.98
0","6,509.27
0","3,163.75
0","3,962.84
0","4,228.00
0","55,552.75
0","9,831.29
0","7,299.89
0","3,220.20
0","11,283.29
0","2,819.76
0","61,470.00
0","0.00
0","0.00
0","595.72
0","963.00
0","1,111.37
0","500.00
0","98.43
0","65.00
0","3,597.50
0","0.00
0","0.00
0","671.00
0","375.00
100"
