 ,Line Item,Description,Projected Budget,Projected Commitments,Estimate at Completion,Actuals To Date,Actuals + Projections,11-Oct,11-Nov,11-Dec,12-Jan,12-Feb,12-Mar,12-Apr,12-May,12-Jun,12-Jul,12-Aug,12-Sep,12-Oct,12-Nov,12-Dec,13-Jan,13-Feb,13-Mar,13-Apr,13-May,13-Jun,13-Jul,13-Aug,13-Sep,13-Oct,13-Nov,13-Dec,14-Jan,14-Feb,14-Mar,14-Apr,14-May,14-Jun,14-Jul,14-Aug,14-Sep,14-Oct,14-Nov,14-Dec,15-Jan,15-Feb,15-Mar,15-Apr,15-May,15-Jun,15-Jul,15-Aug,15-Sep,15-Oct,15-Nov,15-Dec,16-Jan,16-Feb,16-Mar,16-Apr,16-May,16-Jun,16-Jul,16-Aug,16-Sep,16-Oct,16-Nov,16-Dec,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug,20-Sep,20-Oct,20-Nov,20-Dec,21-Jan,21-Feb,21-Mar,21-Apr,21-May,21-Jun,21-Jul,21-Aug,21-Sep,21-Oct
 ,7.708,Postal/Courier Services,49.79,49.79,49.79,49.79,49.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74,6.74,0,0,0,0,0,0,6.74,5.62,0,0,11.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,7.709,"Meals, Travel & Entertainment Costs",678.78,678.22,678.78,678.22,678.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09,0,0,3.96,0,0.01,265,0,25.44,0,0,0,0,51.52,66.36,14,0,18.48,125.03,34.16,0,0,0,0,0,14,8.5,0,41.5,3.45,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,7.799,"Other Surveys, Testing, or Reproduction Costs","1,113.48","1,113.48","1,113.48","1,113.48","1,113.48",1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8.48,126,0,0,0,0,0,20.34,0,0,600.87,0,0,0,350,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,8,Special Cost Items,"161,359.40","161,359.40","161,359.40","161,359.40","161,359.40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.08,332.5,0,0,95,0,380,0,0,0,"2,580.00","1,425.00","1,995.00",0,"2,753.90",570,"1,335.00","50,003.78","16,855.98","16,666.66","7,471.12","18,853.88","3,303.45","10,397.25",0,"2,050.00",462,"3,988.35",0,0,77,"1,906.45",0,0,"17,000.00",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,8.808,"Plan Check Fees including DSA, SFM, & EH&S Review Charges","16,882.58","16,882.58","16,882.58","16,882.58","16,882.58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.5,0,0,95,0,380,0,0,0,0,"1,425.00",760,0,95,570,"1,335.00",0,0,0,500,"8,300.08","1,974.00",0,0,0,462,0,0,0,77,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,8.811,Hazardous Material Consultant,"30,887.25","30,887.25","30,887.25","30,887.25","30,887.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,696.00","16,191.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,8.816,"Interior Designer, Graphic Designer, Color Consultant",647.5,647.5,647.5,647.5,647.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,8.817,"Pre-Construction Services/CMAR or CMGC Delivery, Part 1","49,999.99","49,999.99","49,999.99","49,999.99","49,999.99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33,333.33",0,"16,666.66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,8.818,"Hazardous Materials Testing, Environmental Soils Sampling","9,656.00","9,656.00","9,656.00","9,656.00","9,656.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,295,0,0,0,"5,236.00",0,"3,750.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,8.821,"LEED Consulting Serv,, USGBC Fees, and Other Sustainability Consult,","17,595.00","17,595.00","17,595.00","17,595.00","17,595.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,000.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,8.822,"Special Design Consult, (ADA Acoustic, Lab, Light,, Roof,, Traffic, etc.)","3,440.00","3,440.00","3,440.00","3,440.00","3,440.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,580.00",0,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,8.824,"Building Commissioning Costs, Fundamental and Enhanced","26,589.00","26,589.00","26,589.00","26,589.00","26,589.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,658.90",0,0,"1,329.45",664.73,0,"3,323.62","5,317.80","1,329.45","6,647.25",0,0,0,"3,988.35",0,0,0,"1,329.45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,8.828,Other Campus Recharges,610.08,610.08,610.08,610.08,610.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,8.899,Other Special Items,"5,052.00","5,052.00","5,052.00","5,052.00","5,052.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000.00",0,0,0,0,"2,050.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,9,"Construction Contingency, Potential Unknown Factors","448,912.06","448,912.06","448,912.06","448,912.06","448,912.06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,"26,073.00",0,"3,400.00",0,"2,170.00",0,0,"1,895.00","425,506.00",0,0,0,"-16,276.64","2,400.00",0,0,0,"3,200.70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,9.999,Project Contingency,"448,912.06","448,912.06","448,912.06","448,912.06","448,912.06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,"26,073.00",0,"3,400.00",0,"2,170.00",0,0,"1,895.00","425,506.00",0,0,0,"-16,276.64","2,400.00",0,0,0,"3,200.70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,"Total 
Schedule Percent Complete", ,"14,780,512.95","14,780,512.39","14,780,512.95","14,258,512.39","14,258,512.39","1.11
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","1,945.00
0","1,101.60
0","5,510.30
0","0.00
0","3,522.83
0","103,004.41
0","14,302.00
0","69,876.22
0","39,395.15
0","15,350.08
0","31,951.34
0","6,308.32
0","147,324.09
0","140,558.98
0","34,925.35
0","28,225.80
0","343,977.22
0","58,240.45
0","54,713.17
0","79,736.85
0","19,610.30
0","1,476,757.18
0","84,334.96
0","3,172,749.77
0","3,297,420.06
0","2,507,475.47
0","987,464.42
0","47,070.96
0","424,867.14
0","250,248.79
0","10,295.00
0","13,436.43
0","15,603.00
0","8,978.50
0","32,854.80
0","8,306.95
0","5,370.50
0","542,026.25
0","19,599.45
0","2,484.00
0","10,480.65
0","10,179.36
0","82,814.22
0","4,588.00
0","1,727.55
0","1,407.71
0","4,371.70
0","55.00
0","0.00
0","0.00
0","0.00
0","944.00
0","8,289.00
0","0.00
0","26,470.00
0","261.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
0","0.00
100"
